episodes,scores,avg_scores
1574,-1524,-797.6933111754395
1575,-204,-795.4833111754394
1576,-348,-797.2633111754394
1577,-333,-795.7733111754394
1578,-267,-798.4333111754395
1579,-279,-798.7833111754394
1580,-308,-801.7233111754394
1581,-199,-800.0733111754395
1582,-223,-799.4933111754394
1583,-5,-796.7333111754394
1584,-1861,-804.8644482170249
1585,-1228.7897799011953,-795.7694053471635
1586,-1030,-799.3194053471634
1587,-54,-795.6294053471634
1588,-250,-797.6094053471636
1589,-269,-796.3394053471634
1590,-9801.199693281935,-888.3514022799827
1591,-507,-845.344918971333
1592,-429,-839.4936806149067
1593,-488,-841.4536806149066
1594,-461,-842.6136806149066
1595,-241,-842.5536806149066
1596,-39,-842.7846389475078
1597,-171,-844.0046389475078
1598,-507,-842.2046389475078
1599,-260,-843.1446389475079
1600,-490,-845.0046389475078
1601,-212,-846.8446389475077
1602,-79,-843.8846389475078
1603,-273,-843.744638947508
1604,-511,-846.9146389475078
1605,-77.49323521060695,-834.576301100219
1606,-308,-833.576301100219
1607,-508,-835.446301100219
1608,-384,-837.356301100219
1609,-239,-837.7963011002189
1610,-2,-837.316301100219
1611,-1004,-847.0253897008567
1612,-183,-847.9253897008567
1613,-3533.0087518699775,-878.6354772195565
1614,-138.3191729024904,-878.0886689485814
1615,-538,-850.5084338478954
1616,-133,-847.9584338478953
1617,-405,-848.3584338478955
1618,-285,-839.0984338478955
1619,-1097,-843.5384338478955
1620,-975.1647672044743,-852.1300815199402
1621,-462,-854.5000815199402
1622,-2136,-875.0600815199402
1623,-560,-878.2100815199403
1624,-9995.420174614377,-945.574283266084
1625,-3981.0210460195635,-984.6544937262796
1626,-275,-970.7191469134807
1627,-876,-977.5791469134806
1628,-139,-978.9491469134806
1629,-612.9010850825448,-978.1481577643061
1630,-337,-978.098157764306
1631,-35,-969.7081577643061
1632,-260,-969.2981577643061
1633,-291,-970.8281577643061
1634,-603,-919.7777583812698
1635,-3,-916.9177583812698
1636,-1070.9515620723723,-926.4372740019935
1637,-8273.326500518471,-999.7021403219353
1638,-266,-1001.5221403219352
1639,-79,-999.2521403219353
1640,-1604.6244282788214,-1014.5383846047237
1641,-2,-1012.6683846047237
1642,-404,-1001.0483846047237
1643,-237,-1001.7883846047239
1644,-48,-997.8483846047237
1645,-266,-997.8983846047237
1646,-594,-997.4683846047237
1647,-81,-993.5270777912407
1648,-1672,-952.227866744903
1649,-385,-951.297866744903
1650,-250,-947.947866744903
1651,-453,-948.417866744903
1652,-361,-951.617866744903
1653,-394.09822888250176,-936.238849033728
1654,31,-930.3000918266857
1655,-2445.649558641678,-951.6165874131024
1656,-322,-834.6622892135639
1657,-253,-825.692289213564
1658,-30,-821.7622892135638
1659,-3095.3755471777763,-831.4060446853416
1660,-4927.2818227475855,-874.1388629128173
1661,-235,-875.5888629128173
1662,-956,-881.2388629128172
1663,-89,-880.3388629128176
1664,-792,-888.2388629128176
1665,-844,-890.2888629128174
1666,-272,-892.2688629128176
1667,-42,-891.0188629128176
1668,-28,-886.7588629128176
1669,-502,-891.2488629128175
1670,-114,-850.6562535440637
1671,-494,-853.6762535440637
1672,-1063,-861.8662535440636
1673,-337,-864.7962535440637
1674,-6,-849.6162535440636
1675,-101,-848.5862535440637
1676,-78,-845.8862535440636
1677,-3043.678724769924,-872.993040791763
1678,-37,-870.6930407917629
1679,-394,-871.8430407917629
1680,-30,-869.0630407917629
1681,-307,-870.1430407917629
1682,-419,-872.1030407917631
1683,-2185.2173093126667,-893.9052138848897
1684,-51,-875.8052138848897
1685,-1784.254329720736,-881.3598593830849
1686,-39,-871.449859383085
1687,-465,-875.559859383085
1688,-48,-873.539859383085
1689,-122,-872.069859383085
1690,-3932.202030379135,-813.379882754057
1691,-259,-810.899882754057
1692,-8,-806.6898827540571
1693,-92,-802.729882754057
1694,-374,-801.859882754057
1695,-543,-804.879882754057
1696,-403,-808.519882754057
1697,-298,-809.7898827540571
1698,-339,-808.109882754057
1699,-6,-805.5698827540571
1700,-462,-805.2898827540571
1701,-51,-803.6798827540571
1702,-1046.1273586997122,-813.3511563410542
1703,-822,-818.8411563410541
1704,-279,-816.5211563410542
1705,-181,-817.5562239889481
1706,-179,-816.266223988948
1707,-51,-811.6962239889481
1708,-62,-808.476223988948
1709,-278,-808.866223988948
1710,-156,-810.406223988948
1711,-74,-801.106223988948
1712,-687,-806.146223988948
1713,-575,-776.5661364702484
1714,-37,-775.5529447412234
1715,-282,-772.9929447412235
1716,-59,-772.2529447412234
1717,-8098.685850997564,-849.189803251199
1718,-62,-846.959803251199
1719,-295,-838.939803251199
1720,-389,-833.0781555791542
1721,-731,-835.7681555791543
1722,-1332.4831874377858,-827.7329874535321
1723,-276,-824.8929874535321
1724,-30,-725.2387857073883
1725,-246,-687.8885752471926
1726,-484,-689.9785752471928
1727,-3956.5555507389,-720.7841307545817
1728,-470,-724.0941307545817
1729,-1242,-730.3851199037562
1730,-131,-728.3251199037564
1731,-437,-732.3451199037563
1732,-262,-732.3651199037564
1733,-715.6152730199278,-736.6112726339555
1734,-254,-733.1212726339555
1735,-48,-733.5712726339556
1736,-358,-726.4417570132318
1737,-293,-646.6384920080471
1738,-517,-649.1484920080471
1739,-402.3804133956751,-652.3822961420038
1740,-1,-636.3460518592157
1741,-23,-636.5560518592157
1742,-152,-634.0360518592156
1743,-71,-632.3760518592156
1744,-464,-636.5360518592156
1745,-244.43775748718804,-636.3204294340876
1746,-10050.449892906598,-730.8849283631536
1747,-311,-733.1849283631536
1748,-110,-717.5649283631536
1749,-1227.9267028591435,-725.994195391745
1750,-543,-728.9241953917449
1751,-470,-729.0941953917448
1752,-411,-729.594195391745
1753,-300,-728.65321310292
1754,-321,-732.1732131029198
1755,-74,-708.4567175165031
1756,-81,-706.0467175165031
1757,-741,-710.9267175165031
1758,-344,-714.0667175165031
1759,-175,-684.8629620447255
1760,-415,-639.7401438172495
1761,-571,-643.1001438172494
1762,-75,-634.2901438172496
1763,-1242,-645.8201438172496
1764,-5660.750132341259,-694.507645140662
1765,-68,-686.747645140662
1766,-500,-689.0276451406622
1767,-301,-691.6176451406623
1768,-479,-696.1276451406623
1769,-506.0043623792213,-696.1676887644542
1770,-322,-698.2476887644543
1771,-406,-697.3676887644543
1772,-773,-694.4676887644544
1773,-99,-692.0876887644544
1774,-182,-693.8476887644542
1775,-6309.683976695708,-755.9345285314115
1776,-376.4244651806809,-758.9187731832181
1777,-172.16817633483674,-730.2036676988673
1778,-201,-731.8436676988673
1779,-175,-729.6536676988673
1780,-289,-732.2436676988672
1781,-1344,-742.6136676988674
1782,-365,-742.0736676988672
1783,-330,-723.5214946057407
1784,-222,-725.2314946057406
1785,-373,-711.1189513085334
1786,6,-710.6689513085333
1787,-260,-708.6189513085334
1788,-50,-708.6389513085333
1789,-1,-707.4289513085334
1790,-115,-669.2569310047421
1791,-402,-670.6869310047421
1792,-333,-673.9369310047421
1793,-11,-673.1269310047421
1794,-535,-674.736931004742
1795,-289,-672.196931004742
1796,-126,-669.4269310047421
1797,-231,-668.7569310047421
1798,-161,-666.976931004742
1799,-439,-671.3069310047421
1800,-56,-667.2469310047421
1801,-40,-667.1369310047421
1802,100,-655.6756574177449
1803,-107,-648.5256574177449
1804,-405,-649.7856574177449
1805,-91,-648.8856574177449
1806,-460.56119732132623,-651.7012693909581
1807,-396.7680242518248,-655.1589496334764
1808,-6420.7563943150435,-718.7465135766267
1809,-332,-719.2865135766269
1810,-512,-722.8465135766269
1811,-530,-727.4065135766269
1812,-126,-721.7965135766269
1813,-452,-720.5665135766269
1814,-145,-721.6465135766267
1815,-50,-719.3265135766269
1816,-157,-720.3065135766269
1817,53,-638.7896550666512
1818,40,-637.7696550666511
1819,-118,-635.9996550666511
1820,-374,-635.8496550666512
1821,-254,-631.0796550666512
1822,-273,-620.4848231922733
1823,-424,-621.9648231922733
1824,-313,-624.7948231922733
1825,-80,-623.1348231922733
1826,-179,-620.0848231922732
1827,-2175,-602.2692676848843
1828,-355,-601.1192676848843
1829,-324,-591.9392676848843
1830,-172,-592.3492676848844
1831,-556,-593.5392676848843
1832,-13.164408960754937,-591.0509117744919
1833,-847,-592.3647590442927
1834,-92,-590.7447590442927
1835,-42,-590.6847590442926
1836,-95,-588.0547590442926
1837,-180,-586.9247590442926
1838,-329,-585.0447590442926
1839,-163,-582.6509549103358
1840,-383,-586.4709549103359
1841,-24,-586.4809549103359
1842,-461,-589.5709549103359
1843,-503.3528529328324,-593.8944834396642
1844,-71,-589.9644834396641
1845,-343,-590.9501058647922
1846,-5,-490.4956069357263
1847,-34,-487.7256069357263
1848,-261,-489.2356069357263
1849,-540,-482.3563399071349
1850,-233,-479.2563399071349
1851,-66,-475.21633990713485
1852,-441,-475.5163399071348
1853,-691,-479.42633990713483
1854,-190,-478.11633990713483
1855,-388,-481.2563399071348
1856,-14.860938848448365,-480.5949492956193
1857,7,-473.1149492956193
1858,-1998.333060473691,-489.6582799003562
1859,-294,-490.8482799003562
1860,-2837.340395065212,-515.0716838510084
1861,-2146.5114049080366,-530.8267979000888
1862,-228,-532.3567979000887
1863,-85,-520.7867979000888
1864,-101,-465.1892965766762
1865,-497,-469.47929657667623
1866,-48,-464.95929657667614
1867,-351,-465.45929657667614
1868,-469,-465.3592965766761
1869,-528,-465.57925295288396
1870,-1729.8865291329694,-479.6581182442137
1871,-457,-480.1681182442137
1872,-659,-479.0281182442137
1873,-259,-480.6281182442137
1874,-1036,-489.1681182442137
1875,-515,-431.2212784772566
1876,-478,-432.23703382544977
1877,-442,-434.93535206210146
1878,-2789,-460.81535206210145
1879,-57,-459.63535206210145
1880,-566.1699580462873,-462.40705164256434
1881,-5,-449.01705164256435
1882,-741,-452.77705164256435
1883,-163,-451.10705164256433
1884,-136,-450.2470516425643
1885,15,-446.3670516425643
1886,-218,-448.60705164256433
1887,-687.9135066484704,-452.886186709049
1888,-1807,-470.456186709049
1889,-8535.668528921606,-555.802871998265
1890,-942,-564.072871998265
1891,-1389,-573.942871998265
1892,-238,-572.9928719982651
1893,-1910.2228472349673,-591.9851004706147
1894,-259,-589.2251004706147
1895,-110,-587.4351004706147
1896,-290,-589.0751004706148
1897,-258,-589.3451004706147
1898,-577,-593.5051004706147
1899,-191,-591.0251004706147
1900,-3,-590.4951004706147
1901,-982,-599.9151004706147
1902,-124,-602.1551004706147
1903,-1657,-617.6551004706147
1904,-1312,-626.7251004706147
1905,-3699.430373340365,-662.8094042040184
1906,-244,-660.6437922308052
1907,-30,-656.9761119882869
1908,-1044,-603.2085480451365
1909,-1,-599.8985480451364
1910,-47,-595.2485480451364
1911,-681,-596.7585480451364
1912,-700.0823538227062,-602.4993715833634
1913,-616.1488968581427,-604.1408605519449
1914,-585,-608.5408605519449
1915,-292,-610.9608605519448
1916,-324,-612.6308605519448
1917,-52,-613.680860551945
1918,-270,-616.7808605519449
1919,-158,-617.180860551945
1920,-275,-616.190860551945
1921,-169,-615.340860551945
1922,-240,-615.0108605519449
1923,-266,-613.430860551945
1924,-2266,-632.960860551945
1925,-1366,-645.820860551945
1926,-465,-648.680860551945
1927,-423,-631.1608605519449
1928,-631,-633.9208605519449
1929,-276,-633.440860551945
1930,-40,-632.1208605519449
1931,-1634,-642.9008605519449
1932,-807.290044094247,-650.8421169032798
1933,-487,-647.2421169032798
1934,-763,-653.9521169032798
1935,-147,-655.0021169032798
1936,56,-653.4921169032798
1937,-255,-654.2421169032798
1938,-619.7518013954033,-657.1496349172339
1939,-17467.43987891338,-830.1940337063678
1940,-3469.069388152326,-861.054727587891
1941,-51,-861.324727587891
1942,-978,-866.4947275878909
1943,-283.7367178081417,-864.2985662366441
1944,-278,-866.3685662366441
1945,-201,-864.9485662366441
1946,-271,-867.6085662366442
1947,-75,-868.018566236644
1948,-507,-870.4785662366442
1949,-92,-865.9985662366441
1950,-171,-865.3785662366441
1951,-64,-865.3585662366439
1952,-982,-870.7685662366441
1953,-1269,-876.5485662366441
1954,-328,-877.9285662366441
1955,-250,-876.548566236644
1956,-1,-876.4099568481595
1957,-114,-877.6199568481596
1958,-1053,-868.1666262434225
1959,-393,-869.1566262434227
1960,-253,-843.3132222927705
1961,-2,-821.8681082436902
1962,-185,-821.4381082436901
1963,-4533.50032908277,-865.923111534518
1964,-67,-865.5831115345179
1965,-279,-863.403111534518
1966,-320,-866.1231115345178
1967,-5498.971814461881,-917.6028296791367
1968,-261,-915.5228296791366
1969,-621,-916.4528296791368
1970,-462,-903.7739643878069
1971,-144,-900.6439643878069
1972,-1764,-911.6939643878069
1973,-608,-915.183964387807
1974,-317,-907.993964387807
1975,-42,-903.2639643878069
1976,-470,-903.1839643878069
1977,-254,-901.303964387807
1978,-431,-877.723964387807
1979,-2614.280573555699,-903.296770123364
1980,-285,-900.4850705429011
1981,-41,-900.8450705429012
1982,-61,-894.045070542901
1983,-429,-896.7050705429011
1984,-264,-897.9850705429011
1985,-868.1958856479346,-906.8170293993804
1986,-268,-907.3170293993803
1987,-2,-900.4578943328956
1988,-981.9921156254394,-892.2078154891501
1989,-14.138979058601667,-806.9925199905201
1990,-233,-799.9025199905201
1991,-893.2182271424177,-794.9447022619444
1992,-2477,-817.3347022619441
1993,-243,-800.6624737895945
1994,-68,-798.7524737895945
1995,18,-797.4724737895945
1996,-38,-794.9524737895945
1997,-266,-795.0324737895945
1998,-359,-792.8524737895946
1999,-1616,-807.1024737895946
2000,-68,-807.7524737895945
2001,-85,-798.7824737895945
2002,-17,-797.7124737895945
2003,-478,-785.9224737895945
2004,56,-772.2424737895946
2005,-1009,-745.3381700561908
2006,-299.4558704660139,-745.892728760851
2007,-573,-751.3227287608511
2008,-4166.422033131693,-782.5469490921679
2009,-602,-788.5569490921679
2010,-461,-792.6969490921679
2011,-115.06062089385156,-787.0375553011065
2012,-228,-782.3167317628795
2013,-53,-776.685242794298
2014,-263,-773.465242794298
2015,-256,-773.105242794298
2016,-541.3722706981256,-775.2789655012791
2017,-633,-781.0889655012792
2018,-9,-778.4789655012792
2019,-74,-777.6389655012791
2020,-811,-782.9989655012791
2021,-1399.3186194822606,-795.3021516961018
2022,-388,-796.7821516961018
2023,-566,-799.7821516961018
2024,-2,-777.1421516961018
2025,-401,-767.4921516961019
2026,-878,-771.6221516961018
2027,-189,-769.2821516961019
2028,-849.875992165557,-771.4709116177573
2029,-630,-775.0109116177575
2030,-302,-777.6309116177574
2031,-211,-763.4009116177575
2032,-763,-762.9580111768149
2033,-16694.609798227622,-925.0341091590911
2034,-690,-924.3041091590911
2035,-193,-924.7641091590912
2036,-270,-928.0241091590912
2037,-168,-927.1541091590913
2038,-171,-922.6665911451372
2039,-900.1107381290298,-756.9932997372937
2040,-183,-724.1326058557705
2041,-4,-723.6626058557705
2042,-313,-717.0126058557705
2043,-291,-717.0852386776891
2044,-525,-719.5552386776891
2045,-34,-717.885238677689
2046,-528,-720.4552386776891
2047,-2449,-744.1952386776891
2048,-300,-742.125238677689
2049,-2656.62951791292,-767.7715338568182
2050,-1194,-778.0015338568182
2051,-296,-780.3215338568183
2052,-70,-771.2015338568183
2053,-347,-761.9815338568181
2054,-379,-762.4915338568181
2055,-30,-760.2915338568181
2056,-458,-764.8615338568181
2057,-1574,-779.4615338568182
2058,-393,-772.8615338568181
2059,-1542,-784.3515338568182
2060,-34.45439119235179,-782.1660777687416
2061,-669,-788.8360777687417
2062,-624,-793.2260777687417
2063,-1018,-758.0710744779141
2064,-55,-757.9510744779141
2065,-264,-757.801074477914
2066,-351,-758.1110744779139
2067,-32,-703.4413563332951
2068,-2,-700.8513563332951
2069,-335,-697.9913563332951
2070,-865,-702.0213563332951
2071,-270,-703.2813563332951
2072,-252,-688.1613563332951
2073,-123,-683.3113563332951
2074,-230,-682.4413563332951
2075,-3998.46426437055,-722.0059989770006
2076,-461,-721.9159989770005
2077,-1351.652124197126,-732.8925202189718
2078,-41,-728.9925202189718
2079,-426,-707.1097144834149
2080,-36,-704.6197144834149
2081,-404.49100396844364,-708.2546245230994
2082,-280,-710.4446245230994
2083,-742,-713.5746245230994
2084,-901.4106384472133,-719.9487309075716
2085,-326,-714.5267720510922
2086,-273,-714.5767720510921
2087,-3,-714.5867720510921
2088,-298,-707.7468508948377
2089,-417,-711.7754611042517
2090,-464.8188481104962,-714.0936495853567
2091,-1069,-715.8514673139326
2092,-556,-696.6414673139325
2093,-121,-695.4214673139327
2094,-587,-700.6114673139325
2095,-493,-705.7214673139325
2096,-2,-705.3614673139325
2097,-114,-703.8414673139325
2098,32,-699.9314673139326
2099,-659,-690.3614673139325
2100,-363,-693.3114673139326
2101,-525,-697.7114673139325
2102,-538,-702.9214673139326
2103,-233,-700.4714673139325
2104,-349,-704.5214673139325
2105,-386,-698.2914673139326
2106,-114,-696.4369086092723
2107,-594,-696.6469086092725
2108,-278,-657.7626882779555
2109,-4583.310464108097,-697.5757929190364
2110,-505,-698.0157929190365
2111,-742,-704.285186710098
2112,-620.895652067625,-708.2141432307742
2113,-1192.6451127888513,-719.6105943586628
2114,-387,-720.8505943586629
2115,-868.114237214164,-726.9717367308044
2116,-3142,-752.9780140238231
2117,-646,-753.1080140238231
2118,-75,-753.7680140238231
2119,-515,-758.178014023823
2120,-357,-753.6380140238231
2121,-2776.1659707238778,-767.4064875362392
2122,-2952.8212746281692,-793.0547002825208
2123,-153,-788.9247002825208
2124,-395,-792.8547002825208
2125,-841.6186831667404,-797.2608871141882
2126,-556,-794.0408871141882
2127,-460,-796.7508871141882
2128,-961.0634192849374,-797.8627613853822
2129,-422,-795.7827613853822
2130,-85,-793.612761385382
2131,-82,-792.322761385382
2132,-616,-790.852761385382
2133,-3,-623.936663403106
2134,-372,-620.7566634031059
2135,-344,-622.2666634031059
2136,-55,-620.1166634031059
2137,-43,-618.8666634031059
2138,-150,-618.6566634031059
2139,-315,-612.8055560218156
2140,-1004,-621.0155560218157
2141,-660,-627.5755560218156
2142,-75,-625.1955560218156
2143,-1427,-636.5555560218156
2144,-254,-633.8455560218157
2145,-6,-633.5655560218156
2146,-442,-632.7055560218156
2147,-529,-613.5055560218157
2148,-4224.853954659571,-652.7540955684113
2149,-354,-629.7278003892822
2150,-261,-620.3978003892821
2151,-638,-623.8178003892822
2152,-475,-627.8678003892821
2153,-267,-627.0678003892822
2154,-383,-627.1078003892821
2155,-423,-631.0378003892822
2156,-83.558806063738,-627.2933884499195
2157,-345,-615.0033884499196
2158,-1590,-626.9733884499195
2159,-446,-616.0133884499195
2160,-178,-617.448844537996
2161,-617,-616.928844537996
2162,-1,-610.698844537996
2163,-405,-604.568844537996
2164,-647,-610.488844537996
2165,-476,-612.608844537996
2166,-253,-611.628844537996
2167,-362,-614.9288445379959
2168,-4,-614.948844537996
2169,-50,-612.098844537996
2170,-560,-609.0488445379959
2171,-339,-609.738844537996
2172,-1,-607.228844537996
2173,30,-605.698844537996
2174,-22,-603.618844537996
2175,-206,-565.6942018942905
2176,-287,-563.9542018942906
2177,-171,-552.1476806523192
2178,-1103,-562.7676806523192
2179,-30043.432244018553,-858.9420030925047
2180,-4997.731582905811,-908.5593189215629
2181,-103,-905.5444088818784
2182,-271,-905.4544088818783
2183,-324,-901.2744088818785
2184,-417,-896.4303024974064
2185,-921.8934985159657,-902.389237482566
2186,-218,-901.8392374825661
2187,-885,-910.6592374825661
2188,-2550.5353374700935,-933.184590857267
2189,-901,-938.0245908572668
2190,-291,-936.286402376162
2191,-58,-926.1764023761621
2192,-55,-921.166402376162
2193,-515.3924108475657,-925.1103264846377
2194,-329,-922.5303264846376
2195,-112,-918.7203264846377
2196,-279,-921.4903264846376
2197,-330,-923.6503264846376
2198,-146,-925.4303264846376
2199,-171,-920.5503264846376
2200,-176,-918.6803264846376
2201,-496,-918.3903264846376
2202,-515,-918.1603264846376
2203,-427,-920.1003264846377
2204,-707,-923.6803264846376
2205,-856.0075283700202,-928.3804017683377
2206,-567,-932.9104017683378
2207,-459,-931.5604017683378
2208,-60,-929.3804017683377
2209,-2,-883.5672971272568
2210,-392,-882.4372971272568
2211,-1527.4698156551788,-890.2919952838085
2212,-7,-884.1530387631324
2213,-2200,-894.2265876352437
2214,-3373.0429284627057,-924.0870169198708
2215,-318,-918.5858745477293
2216,-52,-887.6858745477293
2217,-10,-881.3258745477293
2218,-110,-881.6758745477293
2219,-388,-880.4058745477294
2220,-415.78032242841977,-880.9936777720135
2221,-353,-856.7620180647748
2222,-253,-829.7638053184932
2223,-394,-832.173805318493
2224,-168,-829.9038053184931
2225,-692.1323517551617,-828.4089420043773
2226,29,-822.5589420043773
2227,-27,-818.2289420043771
2228,-1032,-818.9383078115279
2229,-127,-815.9883078115279
2230,-415,-819.288307811528
2231,-50,-818.9683078115278
2232,-1011,-822.9183078115278
2233,-1197,-834.8583078115279
2234,-494,-836.0783078115279
2235,-33,-832.9683078115278
2236,-533.4512188304329,-837.7528199998321
2237,-10,-837.4228199998323
2238,-4,-835.9628199998323
2239,-266,-835.4728199998322
2240,-294,-828.3728199998321
2241,-494,-826.7128199998322
2242,-255,-828.5128199998321
2243,-55,-814.7928199998321
2244,-358,-815.8328199998322
2245,-2,-815.7928199998321
2246,-487,-816.2428199998321
2247,47,-810.4828199998321
2248,-607,-774.3042804532364
2249,-727,-778.0342804532364
2250,-155,-776.9742804532365
2251,-1967,-790.2642804532364
2252,-420,-789.7142804532364
2253,-416,-791.2042804532364
2254,-770.2697724984095,-795.0769781782205
2255,-360,-794.4469781782204
2256,-267,-796.2813901175831
2257,-109,-793.9213901175832
2258,-1,-778.0313901175832
2259,-13.035718944334336,-773.7017473070265
2260,-216,-774.0817473070265
2261,-76,-768.6717473070265
2262,-696,-775.6217473070266
2263,-78,-772.3517473070265
2264,-806,-773.9417473070265
2265,-165,-770.8317473070265
2266,-953.4810503843986,-777.8365578108705
2267,-302,-777.2365578108706
2268,-4503.995217793858,-822.2365099888091
2269,-48,-822.2165099888091
2270,-39,-817.006509988809
2271,-243,-816.046509988809
2272,-184.59823874287412,-817.8824923762378
2273,-11632.750422747564,-934.5099966037135
2274,-469,-938.9799966037134
2275,-188,-938.7999966037133
2276,-41,-936.3399966037134
2277,-66,-935.2899966037133
2278,-285,-927.1099966037134
2279,-823,-634.9056741635279
2280,-726,-592.1883583344699
2281,-272,-593.8783583344698
2282,-424,-595.4083583344698
2283,-264,-594.8083583344699
2284,-482,-595.4583583344698
2285,-709,-593.3294233493102
2286,-13.779159462942145,-591.2872149439396
2287,-106,-583.4972149439396
2288,-413,-562.1218615692387
2289,-297,-556.0818615692388
2290,-383,-557.0018615692387
2291,-16552.800235079125,-721.9498639200299
2292,-1559,-736.9898639200298
2293,-274,-734.5759398115542
2294,-418,-735.4659398115542
2295,-132,-735.6659398115543
2296,-122,-734.0959398115542
2297,-152,-732.3159398115542
2298,-411,-734.9659398115542
2299,-12474.418480597249,-858.0001246175267
2300,-25.235540290328757,-856.4924800204301
2301,-648,-858.0124800204301
2302,-329,-856.1524800204301
2303,-123,-853.1124800204301
2304,-74,-846.7824800204301
2305,-412,-842.3424047367298
2306,-325,-839.9224047367298
2307,-257,-837.9024047367297
2308,-361,-840.9124047367299
2309,-892,-849.8124047367298
2310,-272,-848.6124047367298
2311,-425,-837.5877065801781
2312,-1882,-856.3377065801781
2313,-27,-834.607706580178
2314,-988,-810.7572772955509
2315,-523,-812.807277295551
2316,-90,-813.1872772955509
2317,-28,-813.367277295551
2318,-372,-815.9872772955509
2319,-615,-818.257277295551
2320,-16,-814.2594740712667
2321,-150,-812.2294740712667
2322,-487,-814.5694740712668
2323,-334,-813.9694740712669
2324,-706,-819.3494740712667
2325,-171,-814.1381505537151
2326,-1091,-825.3381505537152
2327,-407,-829.1381505537153
2328,-855,-827.368150553715
2329,-572,-831.8181505537151
2330,-74,-828.4081505537152
2331,-10122.336451292942,-929.1315150666446
2332,-523,-924.2515150666445
2333,-797,-920.2515150666445
2334,-106,-916.3715150666446
2335,-184,-917.8815150666446
2336,-96,-913.5070028783402
2337,-660.3428399521705,-920.0104312778619
2338,-353,-923.5004312778618
2339,-198,-922.8204312778618
2340,-1952.9730979121268,-939.4101622569832
2341,-474,-939.2101622569832
2342,-60,-937.2601622569832
2343,-787,-944.5801622569832
2344,-617,-947.1701622569832
2345,-260,-949.7501622569831
2346,-214,-947.0201622569832
2347,-196,-949.4501622569832
2348,-36,-943.7401622569831
2349,-162,-938.0901622569831
2350,-315,-939.6901622569832
2351,-107,-921.0901622569831
2352,-210,-918.9901622569831
2353,-154,-916.3701622569831
2354,-1103,-919.6974645319991
2355,-69,-916.7874645319991
2356,-173,-915.8474645319991
2357,-162,-916.3774645319992
2358,-361,-919.9774645319991
2359,-111,-920.9571073425558
2360,-628,-925.0771073425558
2361,-43,-924.7471073425559
2362,-56,-918.3471073425558
2363,-645,-924.0171073425558
2364,-109,-917.0471073425558
2365,-547,-920.8671073425559
2366,-744,-918.7722968387118
2367,-301,-918.7622968387118
2368,-26,-873.9823446607733
2369,-200,-875.5023446607732
2370,-194,-877.0523446607732
2371,-228,-876.9023446607732
2372,-245,-877.5063622733444
2373,-906.0437475864345,-770.2392955217332
2374,-245,-767.9992955217333
2375,-457,-770.6892955217331
2376,-857,-778.8492955217331
2377,-6,-778.2492955217332
2378,-34,-775.7392955217333
2379,-307,-770.5792955217333
2380,-315,-766.4692955217333
2381,-253,-766.2792955217332
2382,39,-761.6492955217333
2383,-8,-759.0892955217333
2384,-732,-761.5892955217333
2385,-372.3276223048011,-758.2225717447811
2386,-53,-758.6147801501518
2387,-334,-760.8947801501517
2388,-116,-757.9247801501518
2389,-321,-758.1647801501517
2390,-274,-757.0747801501518
2391,-58,-592.1267777993605
2392,-308,-579.6167777993605
2393,-208,-578.9567777993606
2394,-316,-577.9367777993605
2395,-236,-578.9767777993605
2396,-11229.148109495447,-690.048258894315
2397,-27,-688.798258894315
2398,-202,-686.7082588943149
2399,-411,-566.0740740883425
2400,-262,-568.4417186854392
2401,-530,-567.2617186854391
2402,-9716.269240967444,-661.1344110951136
2403,-233,-662.2344110951136
2404,-746,-668.9544110951138
2405,-324,-668.0744110951136
2406,-5391.394824271931,-718.738359337833
2407,-251,-718.678359337833
2408,-236,-717.428359337833
2409,-275,-711.258359337833
2410,-426,-712.798359337833
2411,-10,-708.648359337833
2412,-153,-691.358359337833
2413,-248,-693.5683593378329
2414,5,-683.638359337833
2415,-171,-680.118359337833
2416,-1316,-692.378359337833
2417,-174,-693.8383593378329
2418,-29,-690.408359337833
2419,-488,-689.138359337833
2420,-238,-691.358359337833
2421,-253,-692.388359337833
2422,-442,-691.9383593378329
2423,-43,-689.028359337833
2424,-248,-684.4483593378329
2425,-221,-684.9483593378329
2426,-241,-676.4483593378329
2427,-618,-678.5583593378329
2428,-111,-671.118359337833
2429,-3487.7952665563084,-700.276312003396
2430,-429,-703.826312003396
2431,-514,-607.7429474904666
2432,-4416.4317771299175,-646.6772652617658
2433,-118,-639.8872652617658
2434,-503,-643.8572652617657
2435,-199,-644.0072652617658
2436,-263,-645.6772652617658
2437,-328,-642.3538368622441
2438,-437,-643.1938368622441
2439,-1679.1502859555412,-658.0053397217995
2440,-149,-639.9656087426782
2441,-273,-637.9556087426782
2442,-1989.916458848756,-657.2547733311658
2443,-283,-652.2147733311657
2444,-33,-646.3747733311658
2445,-292,-646.6947733311657
2446,-633,-650.8847733311658
2447,-448,-653.4047733311658
2448,-144,-654.4847733311658
2449,-41,-653.2747733311658
2450,-243,-652.5547733311657
2451,-374,-655.2247733311658
2452,-1397,-667.0947733311658
2453,-163,-667.1847733311657
2454,-285,-659.0047733311658
2455,-240,-660.7147733311658
2456,-553,-664.5147733311658
2457,-333,-666.2247733311658
2458,-265,-665.2647733311658
2459,-39,-664.5447733311657
2460,-182,-660.0847733311658
2461,-33,-659.9847733311658
