episodes,scores,avg_scores
143,-14226.751364063737,-2336.338480777995
144,-481,-2337.309485946805
145,-625,-2339.889485946805
146,-68,-2338.0694859468053
147,-2540,-2330.4894859468054
148,-3500,-2362.949485946805
149,-3500,-2362.949485946805
150,-1926,-2374.909485946805
151,100,-2360.199485946805
152,-296,-2349.389485946805
153,-1296,-2361.289485946805
154,-691,-2354.8194859468053
155,-3191,-2382.8394859468053
156,-959,-2377.699485946805
157,-3500,-2406.06830426036
158,-208,-2401.85830426036
159,-535,-2399.43830426036
160,-49,-2395.02830426036
161,-838.2007032347524,-2400.7203112927077
162,-217,-2395.1803112927078
163,-3155,-2421.9503112927077
164,-761,-2428.390311292708
165,-3500,-2449.7403112927072
166,-1645,-2466.1903112927075
167,-1443,-2420.3380337099993
168,-931,-2414.438033709999
169,-2998,-2444.4080337099995
170,-2820,-2447.998033709999
171,-719,-2449.4080337099995
172,-967,-2456.258033709999
173,-1387,-2459.9080337099995
174,-1235.0355991238544,-2470.598389701238
175,-212,-2462.678389701238
176,-3500,-2478.6283897012377
177,-1060.3474521394605,-2473.4718642226326
178,-597,-2450.9918642226326
179,-1031.1623767214487,-2451.653487989847
180,-323,-2390.615328165585
181,-3500,-2425.0253281655855
182,-91,-2391.9453281655856
183,-699,-2389.2553281655855
184,-1072,-2392.8553281655854
185,-880,-2401.3119846982477
186,-1135,-2386.651984698248
187,-3500,-2410.9519846982475
188,-1570,-2423.6819846982476
189,-451,-1854.9000162916473
190,-45,-1832.2000162916474
191,-2179,-1788.2425922805157
192,-302,-1786.032592280516
193,31,-1780.9125922805158
194,-568,-1781.4125922805158
195,-1701,-1794.6825922805158
196,-516,-1787.9025922805158
197,-1494,-1795.6625922805158
198,-433,-1781.2625922805157
199,-35,-1761.8925922805158
200,-2494,-1786.3425922805159
201,-258,-1753.9225922805158
202,-656,-1744.4825922805157
203,-403,-1747.9125922805158
204,-1871,-1765.9925922805157
205,-831,-1763.4681590641487
206,-3298,-1786.5081590641487
207,-1168,-1789.6381590641488
208,-57758.36557024287,-2357.9418147665774
209,-560,-2355.1118147665775
210,-73,-2350.1918147665774
211,-1017,-2357.9118147665777
212,-685,-2351.0218147665773
213,-42,-2347.3118147665773
214,-260,-2314.9118147665777
215,-3500,-2020.1926442516258
216,-1570,-2000.8926442516258
217,-106,-1993.7426442516257
218,-204,-1976.7026442516258
219,-9693.679252100408,-2071.26943677263
220,-264,-2064.89943677263
221,-400,-2064.33943677263
222,-3500,-2093.28943677263
223,-1323.6707580137477,-2094.8761443527674
224,-840,-2098.536144352767
225,18,-1995.722130756403
226,-31,-1983.3721307564028
227,-487,-1961.2221307564025
228,-621,-1965.6521307564028
229,-1694,-1952.8321307564026
230,-264,-1945.1021307564029
231,-678,-1950.7521307564027
232,-94,-1942.052130756403
233,-1394,-1938.0021307564027
234,-1177,-1945.542130756403
235,-50,-1934.7821307564027
236,-1542,-1949.552130756403
237,-475,-1937.3921307564026
238,-647,-1934.1621307564028
239,-1365,-1930.2021307564025
240,-8824.231522735547,-2005.1944459837584
241,-473,-2005.4944459837582
242,-383,-1999.2844459837586
243,-935,-1866.366932343121
244,87,-1860.6869323431208
245,-3500,-1889.4369323431208
246,-2214,-1910.8969323431209
247,-1332,-1898.816932343121
248,-865,-1872.4669323431208
249,-3500,-1872.4669323431208
250,-260,-1855.806932343121
251,-934,-1866.1469323431209
252,-165.15056187219827,-1864.8384379618428
253,-71,-1852.5884379618428
254,-1147,-1857.1484379618428
255,-68,-1825.9184379618428
256,-2730.292603884787,-1843.6313640006908
257,-449,-1813.1213640006908
258,-1981,-1830.8513640006909
259,-1293,-1838.4313640006908
260,-826.9728422732884,-1846.2110924234235
261,-908,-1846.909085391076
262,-1144,-1856.1790853910761
263,-928,-1833.909085391076
264,-887,-1835.169085391076
265,-797.6334724520079,-1808.145420115596
266,-2218,-1813.875420115596
267,-592,-1805.365420115596
268,-1216,-1808.2154201155959
269,-60,-1778.835420115596
270,-246,-1753.095420115596
271,-516.9623521797425,-1751.0750436373935
272,-715,-1748.5550436373933
273,-13657.591632853697,-1871.2609599659304
274,-1928,-1878.1906039746918
275,-802,-1884.0906039746917
276,-355,-1852.640603974692
277,-37350.45440290904,-2215.541673482388
278,-1,-2209.5816734823875
279,-3500,-2234.270049715173
280,-236,-2233.4000497151733
281,-860,-2207.0000497151736
282,-1563,-2221.7200497151734
283,-607,-2220.8000497151734
284,-2586,-2235.9400497151732
285,-3431,-2261.4500497151735
286,-3500,-2285.1000497151736
287,-2132,-2271.4200497151733
288,-1708,-2272.8000497151734
289,-778,-2276.070049715174
290,40,-2275.220049715173
291,-32,-2253.750049715173
292,-299,-2253.7200497151734
293,-45,-2254.480049715173
294,-420,-2253.000049715173
295,-129.98094450883804,-2237.2898591602616
296,-173,-2233.8598591602617
297,-1834,-2237.259859160262
298,-1196,-2244.8898591602615
299,-1296,-2257.4998591602616
300,-756,-2240.1198591602615
301,-370,-2241.239859160262
302,-1202,-2246.699859160262
303,-2069,-2263.3598591602617
304,-778,-2252.429859160262
305,-2212,-2266.239859160262
306,-3085,-2264.1098591602617
307,-741.6538455757392,-2259.8463976160187
308,-695.3611375062246,-1689.2163532886525
309,-297,-1686.5863532886526
310,-1248,-1698.3363532886526
311,-2769,-1715.8563532886528
312,-186,-1710.8663532886526
313,-2140,-1731.8463532886526
314,-1875,-1747.9963532886527
315,-2437,-1737.3663532886526
316,-1099,-1732.6563532886526
317,-6787.898898474889,-1799.4753422734016
318,-950,-1806.9353422734016
319,-28564.53338955852,-1995.6438836479826
320,-2111,-2014.1138836479827
321,-1012,-2020.2338836479823
322,-761,-1992.8438836479827
323,-1877,-1998.377176067845
324,-12.937391913381116,-1990.1065499869792
325,-2802,-2018.306549986979
326,-1652,-2034.5165499869793
327,-1560,-2045.2465499869788
328,-843,-2047.4665499869793
329,-1695,-2047.4765499869789
330,-787,-2052.706549986979
331,-3399,-2079.916549986979
332,-1089,-2089.8665499869794
333,-527,-2081.196549986979
334,-3164,-2101.066549986979
335,-3500,-2135.5665499869788
336,-830.2657740123136,-2128.4492077271025
337,-124,-2124.9392077271023
338,16,-2118.309207727102
339,-2966,-2134.319207727102
340,-244,-2048.516892499747
341,-550,-2049.286892499747
342,-30,-2045.7568924997468
343,-248,-2038.8868924997469
344,-404,-2043.7968924997467
345,-716,-2015.9568924997468
346,17,-1993.6468924997469
347,-456,-1984.8868924997469
348,-1515.2727570364757,-1991.3896200701115
349,-1248,-1968.8696200701115
350,-994,-1976.2096200701114
351,-1761,-1984.4796200701114
352,-878,-1991.6081144513894
353,-611,-1997.0081144513895
354,-245,-1987.9881144513895
355,-20700.4532311067,-2194.312646762456
356,-663,-2173.6397207236087
357,-409,-2173.2397207236086
358,-726,-2160.689720723609
359,-2085,-2168.6097207236085
360,-2836,-2188.6999923008757
361,-1146,-2191.079992300876
362,-14738.608538690803,-2327.0260776877835
363,-1,-2317.7560776877835
364,-782,-2316.706077687784
365,-1,-2308.739742963264
366,-2644,-2312.9997429632635
367,-3500,-2342.079742963264
368,-544,-2335.3597429632637
369,-793,-2342.6897429632636
370,-795.3120429378542,-2348.182863392642
371,-1036,-2353.373239870845
372,-7020.24189354124,-2416.4256588062576
373,-294,-2282.78974247772
374,-30850.039910653013,-2572.0101415842505
375,-687,-2570.8601415842504
376,-2364,-2590.9501415842506
377,-1053,-2227.97559755516
378,-961,-2237.57559755516
379,-8593.779872504605,-2288.513396280206
380,-2360,-2309.7533962802063
381,-1640,-2317.553396280206
382,-57,-2302.493396280206
383,-3500,-2331.423396280206
384,-813,-2313.693396280206
385,-1044,-2289.823396280206
386,-1421,-2269.033396280206
387,-182,-2249.533396280206
388,-3500,-2267.453396280206
389,-2000,-2279.673396280206
390,-2341,-2303.483396280206
391,-55,-2303.713396280206
392,-46,-2301.183396280206
393,-593,-2306.663396280206
394,-5696.235760376013,-2359.425753883966
395,-389,-2362.0159444388773
396,-293,-2363.215944438877
397,-634,-2351.215944438877
398,-448,-2343.7359444388776
399,-44,-2331.2159444388776
400,13,-2323.5259444388776
401,-1884,-2338.6659444388774
402,-5762.177112648818,-2384.267715565366
403,-728,-2370.8577155653657
404,-16723.474209455457,-2530.3124576599203
405,-1482,-2523.0124576599205
406,-86,-2493.0224576599203
407,-1114,-2496.745919204163
408,-181,-2491.602307829101
409,-1030,-2498.932307829101
410,-1160,-2498.0523078291008
411,-856,-2478.9223078291006
412,-674,-2483.8023078291008
413,-173,-2464.1323078291007
414,-1368,-2459.062307829101
415,-3500,-2469.6923078291006
416,-1552,-2474.222307829101
417,-1151,-2417.853318844352
418,-626,-2414.613318844352
419,-318,-2132.1479849487664
420,-599,-2117.0279849487665
421,-49,-2107.3979849487664
422,-147,-2101.2579849487665
423,-627,-2088.7579849487665
424,-1027,-2098.898611029633
425,-749,-2078.3686110296326
426,-64,-2062.488611029633
427,-3399,-2080.878611029633
428,-2969,-2102.1386110296326
429,-929.958849527633,-2094.4881995249093
430,-1279,-2099.408199524909
431,-3298,-2098.398199524909
432,-852,-2096.0281995249093
433,-247,-2093.228199524909
434,-1830,-2079.888199524909
435,-1,-2044.8981995249092
436,-1129,-2047.885541784786
437,-1062,-2057.265541784786
438,-512,-2062.545541784786
439,-624,-2039.125541784786
440,-1087,-2047.555541784786
441,-2756,-2069.615541784786
442,-723,-2076.545541784786
443,-121,-2075.275541784786
444,-9079.71215690455,-2162.0326633538316
445,-330,-2158.1726633538315
446,-32664.83983705813,-2484.9910617244127
447,-16828.054092927712,-2648.71160265369
448,-561,-2639.168875083325
449,-181,-2628.498875083325
450,-1346,-2632.018875083325
451,-862,-2623.028875083325
452,-10998.157570840116,-2724.230450791726
453,-539,-2723.510450791726
454,-552,-2726.580450791726
455,-1283,-2532.4059184806592
456,-1059,-2536.3659184806593
457,-2703.7220033030844,-2559.3131385136903
458,-388,-2555.93313851369
459,-1034,-2545.42313851369
460,-1050,-2527.5631385136903
461,-582,-2521.92313851369
462,-9524.603391210154,-2469.7830870388834
463,-399,-2473.7630870388834
464,-1971,-2485.6530870388833
465,-72,-2486.363087038884
466,-3500,-2494.9230870388838
467,-818,-2468.103087038884
468,-4335.466089653414,-2506.017747935418
469,-313,-2501.2177479354177
470,-907,-2502.334627506039
471,-304,-2495.0146275060392
472,-1,-2424.822208570627
473,-60,-2422.482208570627
474,-1016,-2124.1418094640967
475,-1095,-2128.2218094640966
476,-1688,-2121.461809464097
477,-2612,-2137.0518094640966
478,-1823.1482154343205,-2145.6732916184396
479,-1387,-2073.6054928933936
480,-1538,-2065.385492893394
481,-3500,-2083.985492893394
482,-1909,-2102.505492893394
483,-16438.627082098086,-2231.891763714375
484,-913,-2232.891763714375
485,-1213,-2234.581763714375
486,-3500,-2255.371763714375
487,-57,-2254.121763714375
488,-795,-2227.071763714375
489,-685,-2213.9217637143747
490,-521,-2195.721763714375
491,-1920,-2214.371763714375
492,-632,-2220.2317637143747
493,-1130,-2225.6017637143746
494,-1704,-2185.6794061106148
495,-1992,-2201.7094061106145
496,-413,-2202.909406110615
497,-1765,-2214.2194061106147
498,-3500,-2244.7394061106147
499,-2110,-2265.3994061106146
500,-707,-2272.599406110615
501,-710,-2260.8594061106146
502,-437,-2207.607634984126
503,-122,-2201.5476349841265
504,-560.3732612060054,-2039.9166255016319
505,-401,-2029.106625501632
506,-42684.61654415027,-2455.0927909431343
507,-39246.74033309524,-2836.420194274087
508,-670,-2841.3101942740877
509,-2071,-2851.7201942740876
510,-57,-2840.690194274087
511,-1441,-2846.540194274087
512,-1839,-2858.190194274087
513,-42464.10151291886,-3281.1012094032753
514,-1180,-3279.221209403275
515,-395,-3248.1712094032755
516,-2546,-3258.111209403275
517,-295,-3249.551209403276
518,-152,-3244.8112094032754
519,-414,-3245.771209403276
520,-993,-3249.711209403276
521,-57,-3249.791209403276
522,-318,-3251.5012094032754
523,-3484,-3280.071209403276
524,-523,-3275.031209403276
525,-3500,-3302.541209403276
526,-835,-3310.2512094032754
527,-609,-3282.351209403276
528,-491,-3257.571209403276
529,-1309,-3261.3616209079996
530,-674,-3255.3116209079994
531,-1243,-3234.7616209079993
532,-662,-3232.8616209079996
533,-1507,-3245.4616209079995
534,-312,-3230.2816209079992
535,-1256,-3242.8316209079994
536,-1190.578537176613,-3243.4474062797653
537,-745,-3240.2774062797653
538,-2707,-3262.2274062797655
539,-2157,-3277.5574062797655
540,-5461.85942421325,-3321.3060005218977
541,-9998.649030875702,-3393.732490830655
542,-434,-3390.8424908306547
543,-2294,-3412.5724908306547
544,-1718,-3338.955369261609
545,-1096,-3346.615369261609
546,-1891,-3038.876970891028
547,-2629,-2896.8864299617508
548,-2068,-2911.956429961751
549,-336,-2913.506429961751
550,-2687,-2926.916429961751
551,-1434,-2932.6364299617508
552,-1148,-2834.13485425335
553,-3500,-2863.7448542533502
554,-602,-2864.2448542533502
555,-2564,-2877.05485425335
556,-1273,-2879.19485425335
557,-655,-2858.707634220319
558,-270,-2857.5276342203188
559,-193.62522711332085,-2849.123886491452
560,-1851,-2857.133886491452
561,-1027,-2861.583886491452
562,-558,-2771.9178525793504
563,-1231,-2780.2378525793506
564,-1006,-2770.587852579351
565,-363,-2773.4978525793504
566,-563,-2744.1278525793505
567,-2103,-2756.9778525793504
568,-496,-2718.583191682817
569,-1283,-2728.2831916828163
570,-2099,-2740.203191682817
571,-319,-2740.353191682816
572,-1001,-2750.353191682817
573,-2219,-2771.943191682816
574,-1625,-2778.033191682817
575,-603,-2773.1131916828163
576,-767,-2763.9031916828167
577,-645,-2744.233191682816
578,-1575.6239119468582,-2741.7579486479417
579,-688,-2734.767948647942
580,-1355,-2732.937948647942
581,-560,-2703.537948647942
582,-3500,-2719.4479486479418
583,-808,-2563.1416778269613
584,-520,-2559.211677826961
585,-419,-2551.271677826961
586,-884,-2525.111677826961
587,-1999,-2544.531677826961
588,-554,-2542.121677826961
589,-207,-2537.341677826961
590,-1542,-2547.551677826961
591,-472,-2533.0716778269616
592,-1751,-2544.261677826961
593,-105,-2534.011677826961
594,-682,-2523.791677826961
595,-236,-2506.2316778269615
596,-405,-2506.151677826961
597,-527,-2493.771677826961
598,50,-2458.271677826961
599,-1593,-2453.1016778269613
600,-1,-2446.041677826961
601,-1567,-2454.611677826961
602,-893,-2459.171677826961
603,-1165,-2469.6016778269613
604,-671,-2470.707945214901
605,-944,-2476.1379452149013
606,-479,-2054.0817797733985
607,-660,-1668.2143764424459
608,-231,-1663.8243764424465
609,-2249,-1665.604376442446
610,-262.9538263681725,-1667.663914706128
611,-86,-1654.1139147061276
612,-999,-1645.7139147061282
613,-554,-1226.6128995769393
614,-1110,-1225.9128995769393
615,-484,-1226.8028995769391
616,-3179,-1233.1328995769393
617,-215,-1232.3328995769393
618,12,-1230.6928995769392
619,-2420,-1250.7528995769392
620,-3500,-1275.8228995769393
621,-1369,-1288.9428995769392
622,-1931,-1305.0728995769393
623,-1176.5588531707913,-1281.998488108647
624,-30333.950301126424,-1580.1079911199113
625,-3975.348353862858,-1584.86147465854
626,-675,-1583.2614746585398
627,-711,-1584.2814746585398
628,-3674,-1616.11147465854
629,-923,-1612.25147465854
630,-1284,-1618.3514746585402
631,-1703,-1622.95147465854
632,-21,-1616.5414746585402
633,-55,-1602.02147465854
634,-2316.9908550360674,-1622.071383208901
635,-399,-1613.5013832089007
636,-1663,-1618.2255978371345
637,-191,-1612.6855978371345
638,-744,-1593.0555978371342
639,25,-1571.2355978371343
640,-1108.067193283351,-1527.6976755278354
641,-56,-1428.2711852190782
642,-1123,-1435.1611852190783
643,-1189,-1424.1111852190784
644,-677,-1413.7011852190783
645,-3449,-1437.2311852190783
646,-531,-1423.6311852190784
647,-584,-1403.1811852190783
648,-946,-1391.9611852190783
649,-104,-1389.6411852190784
650,-95,-1363.7211852190783
651,-903,-1358.4111852190783
652,-1072,-1357.6511852190783
653,-2169,-1344.3411852190784
654,-778,-1346.1011852190784
655,-1854,-1339.0011852190783
656,-1077,-1337.0411852190782
657,-35,-1330.8411852190784
658,-2318,-1351.3211852190784
659,-2131,-1370.6949329479453
660,-869,-1360.8749329479451
661,-23,-1350.8349329479452
662,-98,-1346.2349329479453
663,-1362,-1347.5449329479452
664,-643,-1343.914932947945
665,-649.3086144599514,-1346.7780190925448
666,-1126,-1352.408019092545
667,-627,-1337.648019092545
668,-1551,-1348.1980190925449
669,-161,-1336.9780190925446
670,-28,-1316.2680190925446
671,-921,-1322.2880190925446
672,-999,-1322.2680190925446
673,-1326,-1313.3380190925445
674,-246,-1299.5480190925448
675,-2712,-1320.6380190925445
676,-3425,-1347.2180190925446
677,27,-1340.4980190925446
678,-727,-1332.0117799730763
679,-1119,-1336.3217799730762
680,-1906,-1341.8317799730762
681,-334,-1339.5717799730762
682,-659,-1311.1617799730761
683,-2830,-1331.3817799730762
684,-109,-1327.2717799730763
685,-1295,-1336.0317799730763
686,-533,-1332.5217799730763
687,-501,-1317.5417799730762
688,-431,-1316.3117799730762
689,-1598,-1330.221779973076
690,-580,-1320.6017799730762
691,-546,-1321.3417799730762
692,-921,-1313.0417799730762
693,-6413.746402111504,-1376.1292439941913
694,-1103,-1380.3392439941913
695,-242,-1380.399243994191
696,-140,-1377.7492439941911
697,-486.65600899181186,-1377.3458040841092
698,-457.2921242432056,-1382.418725326541
699,-1175,-1378.2387253265413
700,-278,-1381.0087253265413
701,-91,-1366.2487253265413
702,-1298,-1370.2987253265414
703,-1965,-1378.2987253265414
704,-274,-1374.3287253265414
705,-3082.112484567056,-1395.7098501722119
706,-607,-1396.9898501722118
707,-519,-1395.579850172212
708,-753,-1400.7998501722118
709,-2060,-1398.909850172212
710,-2235,-1418.63031190853
711,-359,-1421.36031190853
712,-276,-1414.13031190853
713,-572.7682852837111,-1414.3179947613671
714,-1015,-1413.367994761367
715,-49,-1409.0179947613672
716,-1,-1377.2379947613672
717,-731.336518200379,-1382.4013599433713
718,-1739,-1399.9113599433713
719,-902,-1384.7313599433712
720,-3500,-1384.7313599433712
721,-431,-1375.3513599433709
722,-1263,-1368.6713599433713
723,-6994.966141285127,-1426.8554328245145
724,-36,-1123.8759298132502
725,-11.177410291184756,-1084.2342203775336
726,-1001,-1087.4942203775336
727,48,-1079.9042203775336
728,61,-1042.5542203775337
729,-2626,-1059.5842203775335
730,-434,-1051.0842203775335
731,-2899,-1063.0442203775335
732,-1613,-1078.9642203775336
733,-623,-1084.6442203775334
734,-185,-1063.3243118271728
735,-747,-1066.8043118271728
736,-71,-1050.8843118271727
737,-1435,-1063.3243118271728
738,-989.0577101197267,-1065.77488892837
739,-3500,-1101.02488892837
740,-2776,-1117.7042169955366
741,-1597,-1133.1142169955365
742,-1835.5107321586459,-1140.239324317123
743,-1376,-1142.1093243171229
744,-23,-1135.569324317123
745,-2757.637202859785,-1128.6556963457208
746,-1036,-1133.705696345721
747,-355,-1131.415696345721
748,-459,-1126.545696345721
749,-445,-1129.9556963457208
750,-15.660102744659321,-1129.1622973731673
751,-191,-1122.0422973731675
752,-1851,-1129.8322973731674
753,-2374,-1131.8822973731674
754,-210.18859827573175,-1126.204183355925
755,-2691,-1134.574183355925
756,-888,-1132.684183355925
757,-8231.11765664843,-1214.6453599224092
758,-1136,-1202.825359922409
759,-1302,-1194.5353599224093
760,-514,-1190.985359922409
761,-11901.553827436599,-1309.770898196775
762,-1012,-1318.9108981967752
763,-287,-1308.1608981967752
764,-1820,-1319.9308981967752
765,-621,-1319.6478120521756
766,-488,-1313.2678120521755
767,-2249,-1329.4878120521755
768,133,-1312.6478120521756
769,-1211,-1323.1478120521756
770,-3500,-1357.8678120521756
771,-4319.350205578761,-1391.8513141079632
772,-19783.55789198285,-1579.6968930277915
773,-335,-1569.7868930277916
774,-532,-1572.6468930277915
775,-617,-1551.6968930277915
776,-1569,-1533.1368930277918
777,-61,-1534.0168930277919
778,-1971,-1546.456893027792
779,-2507,-1560.3368930277916
780,-1157,-1552.8468930277918
781,-882,-1558.3268930277918
782,-2763,-1579.3668930277918
783,-1245,-1563.5168930277914
784,-825,-1570.6768930277917
785,-4622.882571215013,-1603.9557187399419
786,-980,-1608.4257187399419
787,-716.1956390739679,-1610.5776751306812
788,-443,-1610.6976751306815
789,-2912,-1623.8376751306816
790,-475,-1622.7876751306817
791,-997,-1627.2976751306817
792,-2146,-1639.5476751306817
793,-444,-1579.8502111095665
794,-67,-1569.4902111095664
795,-50,-1567.5702111095663
796,-736,-1573.5302111095664
797,-720,-1575.8636510196486
798,-1557,-1586.8607297772164
799,-1044,-1585.5507297772162
800,-13897.372154397659,-1721.7444513211929
801,-1684,-1737.674451321193
802,-587,-1730.5644513211928
803,-570,-1716.614451321193
804,-630,-1720.174451321193
805,-580,-1695.1533264755221
806,-1912,-1708.203326475522
807,-7271.6231479947955,-1775.7295579554702
808,-26,-1768.4595579554705
809,-116,-1749.0195579554702
810,-463,-1731.2995579554702
811,-1714,-1744.8495579554701
812,-1510,-1757.1895579554705
813,-1574,-1767.2018751026328
814,-22783.51438595545,-1984.8870189621875
815,-808,-1992.4770189621877
816,-37,-1992.8370189621876
817,-3500,-2020.5236537801838
818,-2371,-2026.843653780184
819,-3500,-2052.823653780184
820,-2161,-2039.4336537801837
821,-489,-2040.0136537801839
822,-377,-2031.1536537801842
823,-1826,-1979.4639923673324
824,-1535,-1994.4539923673326
825,-4015.5112194635135,-2034.497330459056
826,-827,-2032.757330459056
827,-1033.6878639374247,-2043.57420909843
828,-1017,-2054.35420909843
829,-108,-2029.1742090984303
830,-108,-2025.9142090984303
831,-32022.220188456005,-2317.14641098299
832,-739,-2308.40641098299
833,-38326.95567264478,-2685.4459677094383
834,-32,-2683.9159677094376
835,-293,-2679.3759677094386
836,-579,-2684.455967709438
837,-685,-2676.9559677094385
838,-1577,-2682.8353906082407
839,-411,-2651.945390608241
840,-1398,-2638.165390608241
841,-73,-2622.925390608241
842,-357,-2608.1402832866543
843,-17469.692612569652,-2769.077209412351
844,-125,-2770.097209412351
845,-39,-2742.910837383753
846,-416,-2736.710837383753
847,-408,-2737.2408373837534
848,-1156,-2744.210837383753
849,-123,-2740.990837383753
850,-436,-2745.194236356306
851,-1504,-2758.3242363563063
852,-1097,-2750.7842363563063
853,-3500,-2762.0442363563066
854,-990,-2769.8423503735485
855,-793,-2750.862350373549
856,-406,-2746.0423503735487
857,-1088,-2674.611173807065
858,-290,-2666.151173807065
859,-128,-2654.4111738070646
860,-842,-2657.691173807065
861,-32,-2538.9956355326985
862,-6558.178608123577,-2594.4574216139345
863,-243,-2594.0174216139344
864,-222,-2578.0374216139344
865,-169,-2573.5174216139344
866,-1693,-2585.5674216139346
867,-143,-2564.5074216139346
868,-3399,-2599.8274216139343
869,-1895,-2606.6674216139345
870,-510,-2576.7674216139344
871,-480,-2538.373919558147
872,-1347,-2354.0083406383183
873,-783,-2358.4883406383183
874,-491,-2358.0783406383184
875,-511.06634804432946,-2357.0190041187616
876,-1783,-2359.1590041187615
877,-3399,-2392.5390041187616
878,-497,-2377.7990041187613
879,-3500,-2387.7290041187616
880,-180,-2377.9590041187616
881,-1981.7753017949774,-2388.9567571367115
882,-2570,-2387.0267571367117
883,-1973,-2394.306757136712
884,-995,-2396.0067571367117
885,-519,-2354.9679314245614
886,-206,-2347.2279314245616
887,-923,-2349.295975033822
888,-607,-2350.9359750338217
